[LOG] System::create                           :         Header version = 2.02.04. Current version = 2.02.04.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff48d8098
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed609dc8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed609dc8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed1ed218
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed1ed218
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed523778
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed523778
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff4866078
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff4866078
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff48db038
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff48db038
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff48ddda8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff48ddda8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff48d6608
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff48d6608
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff48ab098
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff48ab098
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff48b0008
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff48b0008
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff485c238
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff485c238
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff48d05b8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff48d05b8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff48b3828
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff48b3828
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff487f6d8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff487f6d8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff4885c88
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff4885c88
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff486c978
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff486c978
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff489eec8
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe6020cf8)
[LOG] SoundI::release                          :             videoplayback-2.2Traffic Sound (0x7f7fe97d9ea8)
[LOG] SoundI::release                          :             videoplayback-2.2Traffic Sound (0x7f7fe97da038)
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff489eec8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff48c9618
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff48c9618
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff487c5d8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff487c5d8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed419b88
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed419b88
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed4257a8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed4257a8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed426058
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed426058
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed426a48
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed426a48
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed41ad58
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe9ab3fc8)
[LOG] SoundI::release                          :             videoplayback-2.2Traffic Sound (0x7f7ff48c9488)
[LOG] SoundI::release                          :             videoplayback-2.2Traffic Sound (0x7f7ff48c9618)
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed41ad58
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe670e728
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe670e728
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe6712518
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe6712518
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe60dec08
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe60dec08
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe60a3fd8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe60a3fd8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff489b348
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe60c1098)
[LOG] SoundI::release                          :             videoplayback-2.2Traffic Sound (0x7f7ff4f5cbe8)
[LOG] SoundI::release                          :             videoplayback-2.2Traffic Sound (0x7f7ff4fc7e98)
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff489b348
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff48dfe58
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff48dfe58
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff4883c78
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff4883c78
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe711f628
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe711f628
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe712be28
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe712be28
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe9ac7338
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe9ac7338
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe9ac7d28
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe9ac7d28
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe9ac8718
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe9ac8718
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe9ac9108
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe9ac9108
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe9ac9af8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe9ac9af8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe9aca4e8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe9aca4e8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe9acaed8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe9acaed8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe9acb8c8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe9acb8c8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe9acc2b8
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe9acc2b8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe9acd698
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe9acd698
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe9ace088
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe9ace088
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe9acea78
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe9acea78
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe9acf468
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe9acf468
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe9acfe58
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe9acfe58
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7ff40a5d18
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7febf6f180
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekposition = 2000
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='Pasta 2', format=5, channels=2, frequency=48000, lengthbytes=306528, lengthpcm=1323968, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=1.000000.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7ff40a5d18
[LOG] SoundI::release                          :      (0x7f7ff48ffad8)
[LOG] SoundI::release                          :         Curzon St 2 (0x7f7ff48a9b18)
[LOG] SoundI::release                          :      (0x7f7ff488e248)
[LOG] SoundI::release                          :         Curzon St 3 (0x7f7fe36c3678)
[LOG] SoundI::release                          :      (0x7f7ff48b4398)
[LOG] SoundI::release                          :         Curzon St 4 (0x7f7fe36c3a38)
[LOG] SoundI::release                          :      (0x7f7ff48ac1b8)
[LOG] SoundI::release                          :         Curzon St 5 (0x7f7fe36c32b8)
[LOG] SoundI::release                          :      (0x7f7fe9a95238)
[LOG] SoundI::release                          :         Curzon St 6 (0x7f7fe9a953a8)
[LOG] SoundI::release                          :      (0x7f7fe713e5e8)
[LOG] SoundI::release                          :         Incoming Fax (0x7f7fe713e758)
[LOG] SoundI::release                          :      (0x7f7fe713dd58)
[LOG] SoundI::release                          :         Phone Ring (0x7f7fe713b4d8)
[LOG] SoundI::release                          :      (0x7f7fe713d2f8)
[LOG] SoundI::release                          :         Printer Jam (0x7f7fe713d468)
[LOG] SoundI::release                          :      (0x7f7fe7137ea8)
[LOG] SoundI::release                          :         Pizza Ball Stinger (0x7f7fe7136a78)
[LOG] SoundI::release                          :      (0x7f7fe71378d8)
[LOG] SoundI::release                          :         Moving kick (0x7f7fe7137a48)
[LOG] SoundI::release                          :      (0x7f7fe71374a8)
[LOG] SoundI::release                          :         Moving Bass (0x7f7fe7137618)
[LOG] SoundI::release                          :      (0x7f7fe713ad98)
[LOG] SoundI::release                          :         Snare (0x7f7fe713af08)
[LOG] SoundI::release                          :      (0x7f7fed383ad8)
[LOG] SoundI::release                          :         hi-hat (0x7f7fed383c48)
[LOG] SoundI::release                          :      (0x7f7fe713a338)
[LOG] SoundI::release                          :         PauseSationary Bass (2) (0x7f7fe713a4a8)
[LOG] SoundI::release                          :      (0x7f7fe71362c8)
[LOG] SoundI::release                          :         Chords (0x7f7fe7136438)
[LOG] SoundI::release                          :      (0x7f7fe7136ed8)
[LOG] SoundI::release                          :         pause-stationary kick (0x7f7fe7137048)
[LOG] SoundI::release                          :      (0x7f7fe7134f18)
[LOG] SoundI::release                          :         628263__audacitier__car-crash (0x7f7fe7135088)
[LOG] SoundI::release                          :      (0x7f7fe7134a88)
[LOG] SoundI::release                          :         151624__qubodup__clank-car-crash-collision (0x7f7fe7134bf8)
[LOG] SoundI::release                          :      (0x7f7fe7135bc8)
[LOG] SoundI::release                          :         185244__deleted-user-3277771__big-crash (0x7f7fe7135d38)
[LOG] SoundI::release                          :      (0x7f7fe6033238)
[LOG] SoundI::release                          :         332056__qubodup__fast-collision (0x7f7fe60319a8)
[LOG] SoundI::release                          :      (0x7f7fe7134168)
[LOG] SoundI::release                          :         592388__magnuswaker__car-crash-with-glass (0x7f7fe71342d8)
[LOG] SoundI::release                          :      (0x7f7fe71345f8)
[LOG] SoundI::release                          :         367624__fxkid2__crash (0x7f7fe7134768)
[LOG] SoundI::release                          :      (0x7f7fed3841a8)
[LOG] SoundI::release                          :         449062__softwalls__car-accident-real-interior (0x7f7fed384318)
[LOG] SoundI::release                          :      (0x7f7fe7133cd8)
[LOG] SoundI::release                          :         420356__eponn__crash (0x7f7fe7133e48)
[LOG] SoundI::release                          :      (0x7f7fed378748)
[LOG] SoundI::release                          :         [YT2mp3.info] - Car Crash Sounds Recording Session (320kbps).3 (0x7f7fed3dea28)
[LOG] SoundI::release                          :      (0x7f7fed3948d8)
[LOG] SoundI::release                          :         [YT2mp3.info] - Car Crash Sounds Recording Session (320kbps).5 (0x7f7fed38d5c8)
[LOG] SoundI::release                          :      (0x7f7fed3c8c58)
[LOG] SoundI::release                          :         [YT2mp3.info] - Car Crash Sounds Recording Session (320kbps).7 (0x7f7fed38d2a8)
[LOG] SoundI::release                          :      (0x7f7ff4f4d2f8)
[LOG] SoundI::release                          :         [YT2mp3.info] - Car Crash Sounds Recording Session (320kbps).9 (0x7f7fed3dceb8)
[LOG] SoundI::release                          :      (0x7f7fe713a908)
[LOG] SoundI::release                          :         funkymusic (0x7f7fe713aa78)
[LOG] SoundI::release                          :      (0x7f7fe6037258)
[LOG] SoundI::release                          :         Piano 1 (0x7f7fe60373c8)
[LOG] SoundI::release                          :      (0x7f7fe6035c48)
[LOG] SoundI::release                          :         Drums 5 (0x7f7fe6035db8)
[LOG] SoundI::release                          :      (0x7f7fed376c58)
[LOG] SoundI::release                          :         ding (0x7f7fed376dc8)
[LOG] SoundI::release                          :      (0x7f7fed384878)
[LOG] SoundI::release                          :         ding2 (0x7f7fed38cc28)
[LOG] SoundI::release                          :      (0x7f7fed38cdb8)
[LOG] SoundI::release                          :         ding3 (0x7f7fed394fe8)
[LOG] SoundI::release                          :     Pasta 2 (0x7f7fe60ef178)
[LOG] SoundI::release                          :         Pasta 2 (0x7f7ff481ab28)
[LOG] SoundI::release                          :         Pasta 2 (0x7f7ff481acb8)
[LOG] SoundI::release                          :     Pasta 2 (0x7f7ff40a5d18)
[LOG] SoundI::release                          :         Pasta 2 (0x7f7ff4094dc8)
[LOG] SoundI::release                          :         Pasta 2 (0x7f7ff406caa8)
[LOG] SoundI::release                          :     Hopital (0x7f7fe6094558)
[LOG] SoundI::release                          :         Hopital (0x7f7fe7108dd8)
[LOG] SoundI::release                          :         Hopital (0x7f7fe7108f68)
[LOG] SoundI::release                          :     Asian Cuisine (0x7f7fe609c948)
[LOG] SoundI::release                          :         Asian Cuisine (0x7f7fe710e168)
[LOG] SoundI::release                          :         Asian Cuisine (0x7f7fe710c288)
[LOG] SoundI::release                          :     Park Sounds (0x7f7fe60b2f58)
[LOG] SoundI::release                          :         Park Sounds (0x7f7fe7115928)
[LOG] SoundI::release                          :         Park Sounds (0x7f7fe7115ab8)
[LOG] SoundI::release                          :     Park Sounds (0x7f7fe60db038)
[LOG] SoundI::release                          :         Park Sounds (0x7f7fed34e188)
[LOG] SoundI::release                          :         Park Sounds (0x7f7fed34e318)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7ff488f998)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff480e288)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff489b348)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fed3f8bd8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe602e348)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe60a3fd8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fed3f07a8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe60da2c8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe60dec08)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fed327578)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe677c628)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe6712518)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fed3a6668)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed03d9d8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe670e728)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fed3efd98)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed41abc8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed41ad58)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fed3ea8c8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed4268b8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed426a48)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fed37b7d8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed425ec8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed426058)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fed3a6a28)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed4294e8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed4257a8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fed3ead58)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed431e78)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed419b88)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fed3f0ad8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48c9c88)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff487c5d8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fed3adc58)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff489ed38)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff489eec8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fed51edf8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff486c7e8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff486c978)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe601d998)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4885af8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4885c88)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe601d528)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48b3e98)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff487f6d8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe60c4f58)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48b3698)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48b3828)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe60f9ee8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48d0428)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48d05b8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe6024808)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4889f38)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff485c238)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe6024398)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48afe78)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48b0008)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe60dd2d8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48aaf08)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48ab098)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe601c498)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48d6478)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48d6608)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe60f3c68)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48ddc18)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48ddda8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe60eead8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4882cd8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48db038)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe607af08)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed1f5568)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4866078)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe60e86e8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48f4568)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed523778)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe6064ec8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed172e08)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed1ed218)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe60cfbb8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed609c38)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fed609dc8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe60cf348)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4881228)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48d8098)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7ff4899c88)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe9ad06b8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe9ad0848)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe60bcfb8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4f0d398)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4f0d528)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7ff4899958)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe9acfcc8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe9acfe58)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe60d4be8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4f1dd28)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4f0cb38)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe6086538)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4f1d528)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4f1d6b8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe602df08)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4f1cb38)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4f1ccc8)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe602da98)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48c3ad8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff48c3c68)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe602d628)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4896bb8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7ff4896d48)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe6020888)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe97d94b8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe97d9648)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe601f038)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe97d8ac8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe97d8c58)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe601ebc8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe97d80d8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe97d8268)
[LOG] SoundI::release                          :     videoplayback-2.2Traffic Sound (0x7f7fe601e758)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe97d76e8)
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe97d7878)
